Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,SalePrice
1083,70,8749,8,5,2002,2002,100,192000
1086,73,9069,8,6,1992,1992,0,147000
1088,85,10574,8,5,2005,2006,0,252000
1089,24,2522,8,5,2004,2004,50,137500
1091,60,8544,8,4,1950,1950,0,92900
1092,24,2160,8,5,1999,2000,212,160000
1093,60,8400,8,5,1925,1950,0,136500
1094,71,9230,8,8,1965,1998,166,146000
1095,74,5868,8,7,1956,2000,0,129000
1097,60,6882,8,7,1914,2006,0,127000
1099,50,6000,8,6,1936,1950,0,128000
1100,82,11880,8,5,1978,1978,206,157000
1101,60,8400,8,5,1920,1950,0,60000
1102,61,9758,8,5,1971,1971,0,119500
1103,70,7000,8,7,1960,2002,45,135000
1105,24,2016,8,5,1970,1970,304,106000
1106,98,12256,8,5,1994,1995,362,325000
1108,168,23257,8,5,2006,2006,0,274725
1110,107,11362,8,5,2004,2005,42,280000
1112,80,10480,8,6,1976,1976,660,205000
1113,73,7100,8,7,1957,1957,0,129900
1114,66,8923,8,7,1953,2006,0,134500
1115,90,5400,8,7,1954,2000,0,117000
1119,85,13825,8,6,1958,1987,0,140000
1120,70,7560,8,5,1959,1959,0,133700
1121,59,8263,8,5,1920,1950,0,118400
1124,50,9405,8,9,1947,2008,0,118000
1126,60,10434,8,5,1955,1955,0,115000
1127,53,3684,8,5,2007,2007,130,174000
1128,182,14572,8,5,2004,2004,0,259000
1129,59,11796,8,5,2004,2005,0,215000
1130,60,7200,8,5,1980,1980,180,140000
1131,65,7804,8,3,1928,1950,0,135000
1132,63,10712,8,5,1991,1992,0,93500
1133,90,9900,8,4,1880,1950,0,117500
1135,57,8773,8,5,1997,1997,0,169000
1138,54,6342,8,8,1875,1996,0,94000
1140,98,8731,8,5,1920,1950,0,144000
1141,60,7350,8,7,1951,1951,0,139000
1143,77,9965,8,5,2006,2007,340,424870
1145,60,12180,8,4,1941,1950,0,80000
1146,52,6240,8,6,1928,1950,0,149000
1148,75,12000,8,7,1941,1950,0,174500
1150,50,9000,8,9,1920,1988,0,143000
1151,57,8280,8,5,1950,1950,0,124000
1156,90,10768,8,8,1976,2004,0,218000
1157,85,9350,8,8,1965,1999,0,179900
1159,92,11932,8,5,2007,2008,186,235128
1160,76,9120,8,6,1974,1974,270,185000
1161,24,2280,8,5,1978,1978,0,146000
1163,109,8724,8,5,1968,1968,0,129000
1166,79,9541,8,5,2009,2009,268,233170
1167,64,10475,8,5,2008,2008,72,245350
1168,58,10852,8,5,2000,2000,0,173000
1169,120,13728,8,7,1935,1986,0,235000
1171,76,9880,8,6,1977,1977,0,171000
1173,35,4017,8,5,2006,2007,0,171900
1174,138,18030,8,6,1946,1994,0,200500
1175,80,16560,8,8,1932,1950,0,239000
1176,85,10678,8,5,1992,2000,337,285000
1177,37,6951,8,5,1984,1985,0,119500
1185,50,35133,8,4,1963,1963,226,186700
1186,60,9738,8,7,1924,1950,0,104900
1188,89,12461,8,5,1994,1995,0,262000
1189,68,8935,8,5,2002,2002,95,195000
1190,60,7500,8,5,1999,1999,0,189000
1192,24,2645,8,5,1999,2000,456,174000
1193,60,9600,8,8,1925,1994,0,125000
1195,80,9364,8,7,1969,1969,143,158000
1197,58,14054,8,5,2006,2006,0,219210
1198,65,8850,8,6,1916,1950,0,144000
1199,70,9100,8,5,2001,2001,0,178000
1200,75,11235,8,5,1963,1979,51,148000
1201,71,9353,8,5,1970,1970,0,116050
1203,50,6000,8,8,1925,1997,0,117000
1204,75,9750,8,5,2000,2001,171,213000
1205,78,10140,8,6,1975,1975,0,153500
1206,90,14684,8,7,1990,1991,234,271900
1208,70,9135,8,5,2003,2003,120,200000
1209,70,7763,8,7,1962,1980,0,140000
1210,85,10182,8,5,2006,2006,420,290000
1211,70,11218,8,5,1992,1992,0,189000
1212,152,12134,8,7,1988,2005,0,164000
1213,50,9340,8,6,1941,1950,0,113000
1216,99,7094,8,5,1966,1966,0,125000
1217,68,8930,8,5,1978,1978,0,112000
1218,72,8640,8,5,2009,2009,72,229456
1219,52,6240,8,5,1947,1950,0,80500
1220,21,1680,8,5,1971,1971,236,91500
1221,66,7800,8,5,1964,1964,0,115000
1222,55,8250,8,5,1968,1968,0,134000
1225,60,15384,8,5,2004,2005,0,184000
1226,65,10482,8,8,1958,1958,63,145000
1227,86,14598,8,5,2007,2007,74,214000
1228,72,8872,8,8,1965,2008,300,147000
1232,70,7728,8,6,1962,1962,120,132500
1235,55,8525,8,6,1911,1950,0,130000
1236,96,13132,8,5,1914,1950,0,138887
1237,36,2628,8,5,2003,2003,106,175500
1238,41,12393,8,5,2004,2005,0,195000
1239,63,13072,8,5,2005,2005,0,142500
1241,65,8158,8,5,2003,2003,252,224900
1242,83,9849,8,6,2007,2007,0,248328
1243,85,10625,8,6,1974,1974,81,170000
1244,107,13891,8,5,2006,2006,,465000
1246,78,12090,8,7,1984,2003,74,178000
1247,65,8125,8,5,2005,2006,0,186500
1249,60,9600,8,5,1917,1950,0,129500
1253,62,9858,8,6,1968,1968,0,130000
1255,60,6931,8,5,2003,2004,92,165400
1256,52,6240,8,6,1931,1950,0,127500
1257,91,14303,8,5,1994,1994,554,301500
1258,56,4060,8,8,1922,1950,0,99900
1259,59,9587,8,5,2005,2005,182,190000
1260,65,9750,8,8,1969,1969,0,151000
1262,80,9600,8,6,1956,1956,0,128900
1264,60,13515,8,6,1919,1950,0,180500
1266,35,3735,8,5,1999,1999,218,183900
1268,89,13214,8,5,2008,2009,0,378500
1270,78,11344,8,5,1958,1958,180,144000
1274,124,11512,8,7,1959,2006,84,177000
1275,53,5362,8,6,1910,2003,0,139000
1276,95,11345,8,5,1948,1950,567,137000
1281,67,9808,8,5,2002,2002,110,227000
1282,50,8049,8,5,1990,1990,54,180000
1283,61,8800,8,7,1977,2008,0,150500
1284,94,9400,8,5,1971,1971,0,139000
1285,50,9638,8,7,1919,1990,0,169000
1286,50,6000,8,6,1939,1950,0,132500
1289,40,5664,8,5,2000,2000,0,278000
1290,86,11065,8,5,2006,2006,788,281000
1292,21,1680,8,7,1972,1972,268,119500
1294,78,10140,8,5,1976,1976,0,162900
1295,60,8172,8,7,1955,1990,0,115000
1296,70,8400,8,5,1968,1968,168,138500
1299,313,63887,8,5,2008,2008,796,160000
1303,92,10120,8,5,1994,1994,391,290000
1304,73,8688,8,5,2005,2005,228,232000
1305,32,3363,8,5,2004,2004,117,130000
1306,108,13173,8,5,2006,2007,300,325000
1307,48,6955,8,5,2005,2006,94,202500
1309,100,12000,8,7,1948,2005,0,147000
1311,100,17500,8,8,1959,2002,0,335000
1312,68,8814,8,5,2005,2007,80,203000
1316,85,11075,8,5,1969,1969,0,206900
1317,61,10226,8,5,2008,2008,270,295493
1318,47,4230,8,5,2006,2007,0,208900
1320,75,10215,8,5,1954,1954,132,111000
1324,50,5330,8,7,1940,1950,0,82500
1326,40,3636,8,4,1922,1950,0,55000
1328,60,6600,8,9,1982,2008,0,130500
1329,60,10440,8,7,1920,1950,0,256000
1330,63,9084,8,5,1998,1998,0,176500
1331,85,10000,8,5,2006,2006,410,227000
1333,67,8877,8,6,1938,1958,0,100000
1334,60,7200,8,6,1938,1995,0,125500
1338,153,4118,8,4,1941,1950,0,52500
1340,120,9560,8,7,1972,1972,0,128500
1342,66,13695,8,5,2003,2004,0,155000
1344,57,7558,8,6,1928,1950,0,177000
1346,50,6000,8,4,1920,1950,0,108500
1348,93,15306,8,5,2006,2007,100,283463
1351,91,11643,8,5,1969,1969,368,200000
1353,50,6000,8,9,1937,2000,0,134900
1354,56,14720,8,5,1995,1996,579,410000
1356,102,10192,8,6,1968,1992,143,170000
1360,129,16737,8,5,2004,2005,66,315000
1362,124,16158,8,5,2005,2005,16,260000
1364,73,8499,8,5,2006,2007,0,156932
1365,30,3180,8,5,2005,2005,0,144152
1367,68,9179,8,5,1999,1999,158,193000
1370,48,10635,8,5,2003,2003,171,232000
1371,90,5400,8,6,1920,1950,0,105000
1372,80,9600,8,6,1955,1996,0,165500
1373,75,9750,8,6,1998,1998,0,274300
1376,89,10991,8,5,2007,2007,80,239000
1377,52,6292,8,5,1930,1950,0,91000
1379,21,1953,8,5,1973,1973,408,83000
1380,73,9735,8,5,2006,2007,0,167500
1381,45,8212,8,3,1914,1950,0,58500
1385,60,9060,8,5,1939,1950,0,105000
1387,80,16692,8,5,1978,1978,184,250000
1388,60,8520,8,7,1916,1950,0,136000
1389,42,14892,8,5,2006,2007,160,377500
1392,65,8944,8,5,1967,1967,0,124000
1393,68,7838,8,5,1967,1967,0,123000
1396,88,12665,8,5,2005,2006,245,281213
1399,60,7200,8,4,1950,1982,0,138000
1400,51,6171,8,6,1925,1990,0,137450
1401,50,6000,8,7,1929,1950,0,120000
1403,64,6762,8,5,2006,2006,0,193879
1406,44,3842,8,5,2004,2005,174,275000
1407,70,8445,8,7,1972,2007,0,133000
1410,46,20544,8,6,1986,1991,123,215000
1411,79,12420,8,5,2001,2001,0,230000
1412,80,9600,8,8,1950,2005,0,140000
1413,60,7200,8,5,1949,1950,0,90000
1414,88,10994,8,5,2005,2006,366,257000
1415,64,13053,8,7,1923,2000,0,207000
1416,51,3635,8,5,2007,2007,130,175900
1417,60,11340,8,6,1885,1950,0,122500
1419,71,9204,8,5,1963,1963,0,124000
1422,53,4043,8,5,1977,1977,0,127500
1423,37,4435,8,5,2003,2003,170,136500
1427,81,10944,8,5,1994,1994,448,271000
1431,60,21930,8,5,2005,2005,0,192140
1435,80,17400,8,5,1977,1977,0,160000
1436,80,8400,8,9,1962,2005,237,174000
1437,60,9000,8,6,1971,1971,0,120500
1438,96,12444,8,5,2008,2008,426,394617
1440,80,11584,8,6,1979,1979,96,197000
1441,79,11526,8,7,1922,1994,0,191000
1443,85,11003,8,5,2008,2008,160,310000
1448,80,10000,8,5,1995,1996,438,240000
1450,21,1533,8,7,1970,1970,0,92000
1451,60,9000,8,5,1974,1974,0,136000
1452,78,9262,8,5,2008,2009,194,287090
1454,90,17217,8,5,2006,2006,0,84500
1455,62,7500,8,5,2004,2005,0,185000
1459,68,9717,8,6,1950,1996,0,142125
